zip,elevation_m,Temp
13142,124,86
13143,111,86
13144,299,86
13145,114,86
13146,135,86
13147,337,86
13148,138,86
13152,334,86
13153,223,86
13154,123,86
13155,525,86
13156,92,86
13157,118,86
13158,375,86
13159,417,86
13160,225,86
13162,119,86
13163,140,86
13164,125,86
13165,138,86
13166,116,86
13167,152,86
13202,126,86
13203,170,86
13204,119,86
13205,129,86
13206,141,86
13207,176,86
13208,147,86
13209,128,86
13210,198,86
13211,135,86
13212,127,86
13214,176,86
13215,318,86
13219,165,86
13224,178,86
13244,166,86
13290,131,86
13301,388,86
13302,229,86
13303,344,86
13304,258,86
13305,250,86
13308,143,86
13309,358,86
13310,429,86
13312,438,86
13313,360,86
13314,519,86
13315,557,86
13316,291,86
13317,215,86
13318,490,86
13319,229,86
13320,563,86
13321,166,86
13322,486,86
13323,205,86
13324,468,86
13325,534,86
13326,525,86
13327,415,86
13328,246,86
13329,322,86
13331,564,86
13332,416,86
13333,396,86
13334,462,86
13335,394,86
13337,540,86
13338,573,86
13339,176,86
13340,324,86
13342,480,86
13343,389,86
13345,371,86
13346,338,86
13348,535,86
13350,133,86
13352,361,86
13353,722,86
13354,303,86
13355,514,86
13357,391,86
13360,683,86
13361,493,86
13363,327,86
13364,450,86
13365,402,86
13367,547,86
13368,339,86
13402,367,86
13403,222,86
13404,373,86
13406,362,86
13407,275,86
13408,397,86
13409,205,86
13410,104,86
13411,337,86
13413,173,86
13415,389,86
13416,325,86
13417,151,86
13418,490,86
13420,532,86
13421,214,86
13424,205,86
13425,340,86
13428,232,86
13431,289,86
13433,402,86
13435,360,86
13436,630,86
13437,396,86
13438,410,86
13439,416,86
13440,142,86
13441,144,86
13450,377,86
13452,344,86
13454,350,86
13455,378,86
13456,266,86
13457,446,86
13459,449,86
13460,520,86
13461,148,86
13464,540,86
13468,463,86
13469,158,86
13470,434,86
13471,339,86
13472,611,86
13473,572,86
13475,434,86
13476,197,86
13477,255,86
13478,140,86
13480,403,86
13482,522,86
13483,248,86
13484,417,86
13485,496,86
13486,360,86
13488,537,86
13489,469,86
13490,183,86
13491,456,86
13492,194,86
13493,185,86
13494,458,86
13495,138,86
13501,167,86
13502,314,86
13601,152,86
13602,192,86
13603,168,86
13605,168,86
13606,164,86
13607,80,86
13608,153,86
13611,130,86
13612,284,86
13613,85,86
13614,114,86
13615,103,86
13616,156,86
13617,110,86
13618,82,86
13619,225,86
13620,268,86
13621,90,86
13622,80,86
13623,81,86
13624,75,86
13625,331,86
13626,466,86
13628,197,86
13630,131,86
13632,116,86
13633,115,86
13634,90,86
13635,227,86
13636,108,86
13637,149,86
13638,195,86
13639,378,86
13640,85,86
13641,80,86
13642,137,86
13643,199,86
13645,149,86
13646,114,86
13647,180,86
13648,278,86
13649,66,86
13650,80,86
13651,127,86
13652,179,86
13654,82,86
13655,48,86
13656,118,86
13658,104,86
13659,441,86
13660,98,86
13661,135,86
13662,65,86
13664,93,86
13665,256,86
13666,431,86
13667,83,86
13668,110,86
13669,95,86
13670,462,86
13672,452,86
13673,137,86
13674,191,86
13675,114,86
13676,176,86
13678,89,86
13679,105,86
13680,96,86
13681,143,86
13682,289,86
13683,56,86
13684,356,86
13685,115,86
13687,406,86
13690,493,86
13691,137,86
13692,88,86
13693,86,86
13694,83,86
13695,547,86
13696,133,86
13697,109,86
13699,145,86
13730,332,86
13731,609,86
13732,268,86
13733,307,86
13734,406,86
13736,447,86
13738,327,86
13739,590,86
13740,670,86
13743,329,86
13744,365,86
13746,376,86
13747,342,86
13748,377,86
13750,398,86
13751,562,86
13752,514,86
13753,593,86
13754,546,86
13755,602,86
13756,605,86
13757,499,86
13760,350,86
13774,590,86
13775,595,86
13776,470,86
13777,414,86
13778,440,86
13780,466,86
13782,521,86
13783,504,86
13784,433,86
13786,553,86
13787,485,86
13788,779,86
13790,400,86
13795,462,86
13796,517,86
13797,399,86
13801,489,86
13802,310,86
13803,381,86
13804,535,86
13806,647,86
13807,552,86
13808,330,86
13809,325,86
13810,500,86
13811,424,86
13812,239,86
13813,446,86
13814,316,86
13815,358,86
13820,497,86
13825,517,86
13826,280,86
13827,355,86
13830,459,86
13832,456,86
13833,482,86
13834,504,86
13835,455,86
13838,411,86
13839,587,86
13841,453,86
13842,615,86
13843,335,86
13844,533,86
13846,607,86
13847,392,86
13849,463,86
13850,427,86
13856,597,86
13859,350,86
13860,521,86
13861,464,86
13862,447,86
13863,408,86
13864,467,86
13865,281,86
13901,260,86
13902,293,86
13903,452,86
13904,433,86
13905,403,86
14001,202,86
14004,264,86
14005,291,86
14006,217,86
14008,111,86
14009,522,86
14011,357,86
14012,104,86
14013,215,86
14020,280,86
14024,519,86
14025,315,86
14026,216,86
14027,221,86
14028,98,86
14029,619,86
14030,442,86
14031,233,86
14032,181,86
14033,314,86
14034,339,86
14035,328,86
14036,267,86
14037,407,86
14039,432,86
14040,350,86
14041,414,86
14042,462,86
14043,198,86
14047,215,86
14048,189,86
14051,180,86
14052,313,86
14054,326,86
14055,543,86
14056,271,86
14057,312,86
14058,211,86
14059,241,86
14060,556,86
14061,196,86
14062,405,86
14063,327,86
14065,579,86
14066,546,86
14067,137,86
14068,188,86
14069,444,86
14070,338,86
14072,186,86
14075,241,86
14080,434,86
14081,211,86
14082,471,86
14083,362,86
14085,220,86
14086,220,86
14091,342,86
14092,185,86
14094,185,86
14098,95,86
14101,533,86
14102,262,86
14103,167,86
14105,185,86
14108,108,86
14109,183,86
14111,365,86
14112,215,86
14113,533,86
14120,178,86
14125,205,86
14126,79,86
14127,280,86
14129,351,86
14130,471,86
14131,97,86
14132,195,86
14134,421,86
14135,231,86
14136,230,86
14138,456,86
14139,347,86
14141,424,86
14143,275,86
14145,421,86
14150,186,86
14166,185,86
14167,484,86
14168,237,86
14169,279,86
14170,338,86
14171,553,86
14172,106,86
14173,437,86
14174,94,86
14201,189,86
14202,191,86
14203,180,86
14204,185,86
14206,184,86
14207,184,86
14208,195,86
14209,199,86
14210,180,86
14211,201,86
14212,188,86
14213,193,86
14214,196,86
14215,201,86
14216,186,86
14217,186,86
14218,181,86
14219,190,86
14220,183,86
14221,192,86
14222,197,86
14223,183,86
14224,201,86
14225,205,86
14226,188,86
14227,188,86
14228,181,86
14260,179,86
14261,179,86
14301,177,86
14302,189,86
14303,174,86
14304,176,86
14305,184,86
14411,172,86
14413,109,86
14414,220,86
14415,240,86
14416,195,86
14418,453,86
14420,157,86
14422,187,86
14423,202,86
14424,319,86
14425,180,86
14427,418,86
14428,171,86
14432,204,86
14433,127,86
14435,389,86
14437,268,86
14441,157,86
14445,130,86
14450,141,86
14453,159,86
14454,313,86
14456,172,86
14462,375,86
14463,289,86
14464,90,86
14466,418,86
14467,207,86
14468,87,86
14469,277,86
14470,191,86
14471,463,86
14472,197,86
14475,280,86
14476,104,86
14477,100,86
14478,302,86
14479,161,86
14480,251,86
14481,259,86
14482,278,86
14485,273,86
14486,274,86
14487,342,86
14489,175,86
14502,145,86
14504,185,86
14505,138,86
14506,178,86
14507,461,86
14510,245,86
14511,218,86
14512,533,86
14513,154,86
14514,168,86
14515,105,86
14516,102,86
14517,338,86
14519,128,86
14521,293,86
14522,146,86
14525,315,86
14526,155,86
14527,236,86
14529,386,86
14530,411,86
14532,162,86
14533,222,86
14534,186,86
14536,458,86
14537,147,86
14539,223,86
14541,205,86
14542,127,86
14543,175,86
14544,259,86
14545,293,86
14546,184,86
14548,177,86
14549,438,86
14550,447,86
14551,153,86
14555,77,86
14556,192,86
14557,213,86
14559,177,86
14560,523,86
14561,268,86
14564,206,86
14568,165,86
14569,484,86
14571,95,86
14572,414,86
14580,124,86
14585,260,86
14586,174,86
14588,181,86
14589,128,86
14590,89,86
14591,399,86
14592,240,86
14604,177,86
14605,156,86
14606,168,86
14607,160,86
14608,157,86
14609,136,86
14610,143,86
14611,164,86
14612,87,86
14613,152,86
14614,154,86
14615,137,86
14616,113,86
14617,116,86
14618,149,86
14619,172,86
14620,165,86
14621,138,86
14622,124,86
14623,161,86
14624,175,86
14625,115,86
14626,127,86
14627,171,86
14642,174,86
14701,459,86
14706,432,86
14707,582,86
14708,641,86
14709,586,86
14710,417,86
14711,411,86
14712,487,86
14714,574,86
14715,699,86
14716,241,86
14717,584,86
14718,451,86
14719,559,86
14720,407,86
14721,550,86
14722,427,86
14723,502,86
14724,519,86
14726,449,86
14727,474,86
14728,489,86
14729,557,86
14731,646,86
14732,420,86
14733,496,86
14735,421,86
14736,428,86
14737,587,86
14738,599,86
14739,558,86
14740,597,86
14741,618,86
14742,408,86
14743,590,86
14744,539,86
14747,404,86
14748,583,86
14750,510,86
14752,417,86
14753,430,86
14754,621,86
14755,635,86
14756,405,86
14757,429,86
14760,431,86
14767,557,86
14769,212,86
14770,578,86
14772,392,86
14774,552,86
14775,414,86
14777,465,86
14778,438,86
14779,419,86
14781,487,86
14782,449,86
14783,588,86
14784,443,86
14785,408,86
14787,244,86
14788,438,86
14801,508,86
14802,543,86
14803,639,86
14804,637,86
14805,508,86
14806,548,86
14807,377,86
14808,410,86
14809,438,86
14810,346,86
14812,539,86
14813,527,86
14814,465,86
14815,355,86
14816,414,86
14817,517,86
14818,481,86
14819,544,86
14820,526,86
14821,429,86
14822,529,86
14823,588,86
14824,472,86
14825,450,86
14826,414,86
14827,298,86
14830,284,86
14836,559,86
14837,404,86
14838,398,86
14839,603,86
14840,335,86
14841,378,86
14842,341,86
14843,533,86
14845,269,86
14846,484,86
14847,329,86
14850,153,86
14853,258,86
14854,297,86
14855,563,86
14856,351,86
14858,299,86
14859,481,86
14860,307,86
14861,442,86
14864,199,86
14865,283,86
14867,475,86
14869,486,86
14870,363,86
14871,508,86
14872,478,86
14873,544,86
14874,325,86
14877,680,86
14878,401,86
14879,332,86
14880,451,86
14881,363,86
14882,291,86
14883,398,86
14884,609,86
14885,650,86
14886,307,86
14889,503,86
14891,435,86
14892,333,86
14893,348,86
14894,462,86
14895,578,86
14897,728,86
14898,516,86
14901,297,86
14903,487,86
14904,264,86
14905,311,86
15001,358,88
15003,321,88
15004,339,88
15005,292,88
15006,336,88
15007,331,88
15009,363,88
15010,337,88
15012,383,88
15014,261,88
15015,371,88
15017,332,88
15018,300,88
15019,333,88
15020,327,88
15021,361,88
15022,343,88
15024,342,88
15025,251,88
15026,282,88
15027,251,88
15028,236,88
15030,353,88
15031,273,88
15033,319,88
15034,270,88
15035,368,88
15037,366,88
15038,248,88
15042,312,88
15043,387,88
15044,355,88
15045,300,88
15046,303,88
15047,249,88
15049,283,88
15050,401,88
15051,267,88
15052,361,88
15053,314,88
15054,356,88
15055,309,88
15056,219,88
15057,399,88
15059,352,88
15060,347,88
15061,334,88
15062,319,88
15063,321,88
15064,263,88
15065,358,88
15066,342,88
15067,271,88
15068,315,88
15071,295,88
15072,264,88
15074,319,88
15075,280,88
15076,310,88
15077,251,88
15078,341,88
15081,241,88
15082,310,88
15083,273,88
15084,368,88
15085,324,88
15086,321,88
15087,279,88
15088,230,88
15089,284,88
15090,367,88
15101,338,88
15102,366,88
15104,267,88
15106,305,88
15108,355,88
15110,260,88
15112,275,88
15116,313,88
15120,290,88
15122,358,88
15123,371,88
15126,372,88
15129,328,88
15131,369,88
15132,315,88
15133,289,88
15135,352,88
15136,334,88
15137,333,88
15139,284,88
15140,252,88
15142,343,88
15143,333,88
15144,308,88
15145,234,88
15146,353,88
15147,337,88
15148,234,88
15201,314,88
15202,286,88
15203,244,88
15204,270,88
15205,349,88
15206,312,88
15207,231,88
15208,277,88
15209,327,88
15210,329,88
15211,320,88
15212,229,88
15213,268,88
15214,354,88
15215,318,88
15216,327,88
15217,325,88
15218,278,88
15219,292,88
15220,357,88
15221,354,88
15222,218,88
15223,227,88
15224,285,88
15225,220,88
15226,345,88
15227,361,88
15228,369,88
15229,348,88
15232,279,88
15233,225,88
15234,342,88
15235,355,88
15236,351,88
15237,363,88
15238,353,88
15239,337,88
15241,340,88
15243,329,88
15260,282,88
15275,316,88
15282,271,88
15290,235,88
15301,355,88
15310,414,88
15311,347,88
15312,360,88
15313,377,88
15314,348,88
15315,350,88
15316,391,88
15317,325,88
15320,354,88
15321,325,88
15322,280,88
15323,351,88
15324,339,88
15325,327,88
15327,310,88
15329,397,88
15330,361,88
15331,314,88
15332,343,88
15333,356,88
15334,339,88
15337,433,88
15338,353,88
15340,349,88
15341,409,88
15342,347,88
15344,391,88
15345,295,88
15346,295,88
15347,315,88
15348,247,88
15349,392,88
15350,325,88
15351,343,88
15352,396,88
15353,317,88
15357,291,88
15358,365,88
15359,305,88
15360,380,88
15361,355,88
15362,350,88
15363,317,88
15364,382,88
15365,381,88
15366,259,88
15367,362,88
15368,268,88
15370,389,88
15376,371,88
15377,397,88
15378,315,88
15379,389,88
15380,389,88
15401,329,88
15410,350,88
15411,616,88
15412,347,88
15413,278,88
15416,340,88
15417,338,88
15419,315,88
15420,350,88
15421,644,88
15422,327,88
15423,342,88
15424,571,88
15425,386,88
15427,323,88
15428,433,88
15429,290,88
15430,337,88
15431,552,88
15432,284,88
15433,351,88
15434,239,88
15435,318,88
15436,498,88
15437,608,88
15438,295,88
15440,534,88
15442,347,88
15443,367,88
15444,321,88
15445,561,88
15446,460,88
15447,341,88
15448,309,88
15449,335,88
15450,295,88
15451,353,88
15454,323,88
15455,357,88
15456,391,88
15458,343,88
15459,726,88
15460,339,88
15461,271,88
15462,529,88
15463,314,88
15464,577,88
15465,416,88
15466,235,88
15467,316,88
15468,340,88
15469,453,88
15470,553,88
15472,318,88
15473,345,88
15474,298,88
15475,327,88
15476,291,88
15477,233,88
15478,319,88
15479,373,88
15480,355,88
15482,311,88
15483,233,88
15484,344,88
15486,397,88
15488,313,88
15489,333,88
15490,638,88
15492,329,88
15501,654,88
15502,723,88
15510,756,88
15520,607,88
15521,519,88
15522,465,88
15530,703,88
15531,578,88
15532,689,88
15533,397,88
15534,522,88
15535,435,88
15536,495,88
15537,360,88
15538,637,88
15539,427,88
15540,760,88
15541,622,88
15542,677,88
15544,563,88
15545,450,88
15546,595,88
15547,592,88
15550,431,88
15551,602,88
15552,789,88
15554,450,88
15555,644,88
15557,605,88
15558,621,88
15559,463,88
15560,677,88
15561,638,88
15562,682,88
15563,572,88
15564,421,88
15565,626,88
15601,346,88
15610,573,88
15611,354,88
15612,336,88
15613,377,88
15615,309,88
15616,364,88
15617,340,88
15618,342,88
15619,344,88
15620,335,88
15622,696,88
15623,329,88
15624,313,88
15625,333,88
15626,393,88
15627,343,88
15628,595,88
15629,245,88
15631,323,88
15632,378,88
15633,372,88
15634,346,88
15635,347,88
15636,314,88
15637,334,88
15638,344,88
15639,392,88
15640,286,88
15641,254,88
15642,349,88
15644,334,88
15646,478,88
15647,281,88
15650,353,88
15655,581,88
15656,272,88
15658,436,88
15660,238,88
15661,304,88
15662,356,88
15663,345,88
15665,318,88
15666,344,88
15668,358,88
15670,340,88
15671,358,88
15672,361,88
15673,262,88
15674,313,88
15675,343,88
15676,354,88
15677,654,88
15678,317,88
15679,347,88
15680,307,88
15681,280,88
15682,299,88
15683,356,88
15684,346,88
15686,428,88
15687,552,88
15688,328,88
15689,308,88
15690,364,88
15691,367,88
15692,295,88
15693,336,88
15695,321,88
15696,325,88
15697,311,88
15698,328,88
15701,411,88
15705,392,88
15710,582,88
15711,529,88
15712,527,88
15713,360,88
15714,592,88
15715,418,88
15716,373,88
15717,342,88
15720,441,88
15721,404,88
15722,619,88
15723,383,88
15724,468,88
15725,405,88
15727,397,88
15728,427,88
15729,502,88
15730,518,88
15731,319,88
15732,369,88
15733,433,88
15734,443,88
15736,410,88
15737,629,88
15738,501,88
15739,365,88
15741,548,88
15742,515,88
15744,360,88
15745,540,88
15746,497,88
15747,388,88
15748,447,88
15750,316,88
15752,332,88
15753,471,88
15754,344,88
15756,372,88
15757,520,88
15759,479,88
15760,569,88
15761,555,88
15762,553,88
15763,397,88
15764,498,88
15765,458,88
15767,412,88
15770,498,88
15771,405,88
15772,580,88
15773,558,88
15774,351,88
15775,481,88
15776,458,88
15777,440,88
15778,389,88
15779,469,88
15780,375,88
15781,406,88
15783,379,88
15784,361,88
15801,460,88
15821,565,88
15823,565,88
15824,504,88
15825,450,88
15827,402,88
15828,504,88
15829,472,88
15831,586,88
15832,565,88
15834,632,88
15840,509,88
15841,428,88
15845,524,88
15846,618,88
15847,512,88
15848,559,88
15849,520,88
15851,507,88
15853,561,88
15856,612,88
15857,524,88
15860,463,88
15861,606,88
15863,439,88
15864,383,88
15865,421,88
15866,460,88
15868,498,88
15870,610,88
15901,362,88
15902,588,88
15904,688,88
15905,514,88
15906,535,88
15909,558,88
15920,475,88
15921,659,88
15922,534,88
15923,438,88
15924,811,88
15925,548,88
15926,816,88
15927,694,88
15928,547,88
15929,507,88
15930,697,88
15931,740,88
15934,643,88
15935,568,88
15936,659,88
15937,564,88
15938,764,88
15940,636,88
15942,650,88
15943,551,88
15944,448,88
15945,494,88
15946,770,88
15948,613,88
15949,387,88
15951,520,88
15952,642,88
15953,507,88
15954,355,88
15955,700,88
15956,576,88
15957,547,88
15958,546,88
15960,563,88
15961,503,88
15962,482,88
15963,652,88
16001,398,88
16002,408,88
16020,371,88
16022,364,88
16023,402,88
16024,297,88
16025,376,88
16027,391,88
16028,439,88
16029,334,88
16030,462,88
16033,347,88
16034,360,88
16035,426,88
16036,353,88
16037,366,88
16038,424,88
16040,464,88
16041,420,88
16045,317,88
16046,360,88
16048,443,88
16049,335,88
16050,407,88
16051,386,88
16052,399,88
16053,326,88
16054,373,88
16055,319,88
16056,367,88
16057,363,88
16059,367,88
16061,425,88
16063,340,88
16066,335,88
16101,341,88
16102,327,88
16105,368,88
16110,407,88
16111,415,88
16112,356,88
16113,297,88
16114,371,88
16115,265,88
16116,349,88
16117,332,88
16120,328,88
16121,303,88
16123,344,88
16124,393,88
16125,331,88
16127,398,88
16130,412,88
16131,313,88
16132,344,88
16133,392,88
16134,309,88
16136,276,88
16137,376,88
16140,356,88
16141,347,88
16142,321,88
16143,255,88
16145,406,88
16146,297,88
16148,357,88
16150,290,88
16151,395,88
16153,425,88
16154,331,88
16155,347,88
16156,399,88
16157,233,88
16159,351,88
16160,277,88
16161,278,88
16172,304,88
16201,309,88
16210,402,88
16211,404,88
16212,254,88
16213,343,88
16214,445,88
16217,487,88
16218,397,88
16220,503,88
16222,421,88
16223,466,88
16224,434,88
16226,348,88
16228,295,88
16229,366,88
16230,363,88
16232,428,88
16233,469,88
16235,471,88
16236,241,88
16238,242,88
16239,542,88
16240,465,88
16242,337,88
16244,398,88
16245,406,88
16246,359,88
16248,458,88
16249,401,88
16250,369,88
16253,427,88
16254,430,88
16255,419,88
16256,405,88
16258,462,88
16259,300,88
16260,497,88
16262,376,88
16263,343,88
16301,402,88
16311,440,88
16312,458,88
16313,552,88
16314,410,88
16316,330,88
16317,391,88
16319,446,88
16321,447,88
16322,514,88
16323,438,88
16326,479,88
16327,420,88
16328,379,88
16329,442,88
16331,434,88
16332,474,88
16333,590,88
16334,471,88
16335,332,88
16340,562,88
16341,511,88
16342,392,88
16343,466,88
16344,379,88
16345,574,88
16346,453,88
16347,570,88
16350,560,88
16351,432,88
16352,510,88
16353,433,88
16354,473,88
16360,460,88
16361,482,88
16362,342,88
16364,492,88
16365,361,88
16370,502,88
16371,443,88
16372,438,88
16373,443,88
16374,429,88
16401,263,88
16402,546,88
16403,359,88
16404,450,88
16405,458,88
16406,296,88
16407,420,88
16410,347,88
16411,204,88
16412,404,88
16415,253,88
16416,509,88
16417,239,88
16420,489,88
16421,228,88
16422,391,88
16423,216,88
16424,349,88
16426,410,88
16427,378,88
16428,410,88
16430,213,88
16433,350,88
16434,516,88
16435,279,88
16436,509,88
16438,411,88
16440,363,88
16441,378,88
16442,416,88
16443,230,88
16444,365,88
16475,315,88
16501,203,88
16502,215,88
16503,208,88
16504,255,88
16505,207,88
16506,278,88
16507,173,88
16508,242,88
16509,379,88
16510,404,88
16511,193,88
16546,270,88
16550,195,88
16563,322,88
16601,354,88
16602,340,88
16611,276,88
16613,679,88
16616,474,88
16617,324,88
16619,626,88
16620,472,88
16621,400,88
16622,461,88
16623,376,88
16624,547,88
16625,521,88
16627,567,88
16630,660,88
16631,424,88
16633,325,88
16634,492,88
16635,517,88
16636,560,88
16637,534,88
16638,287,88
16639,543,88
16640,459,88
16641,639,88
16645,455,88
16646,487,88
16647,374,88
16648,279,88
16650,378,88
16651,559,88
16652,322,88
16654,196,88
16655,449,88
16656,526,88
16657,376,88
16659,371,88
16661,497,88
16662,467,88
16664,407,88
16665,314,88
16666,484,88
16667,352,88
16668,603,88
16669,310,88
16670,393,88
16671,515,88
16672,466,88
16673,415,88
16674,509,88
16675,580,88
16677,557,88
16678,263,88
16679,461,88
16680,596,88
16682,389,88
16683,315,88
16684,305,88
16685,397,88
16686,272,88
16689,351,88
16691,335,88
16692,522,88
16693,328,88
16694,621,88
16695,768,88
16699,772,88
16701,667,88
16720,590,88
16724,460,88
16725,652,88
16726,629,88
16727,678,88
16729,537,88
16730,447,88
16731,539,88
16732,680,88
16733,675,88
16734,600,88
16735,624,88
16738,637,88
16740,638,88
16743,582,88
16744,673,88
16745,497,88
16746,612,88
16748,469,88
16749,647,88
16750,662,88
16801,333,88
16802,371,88
16803,362,88
16820,386,88
16821,465,88
16822,387,88
16823,404,88
16825,507,88
16826,181,88
16827,463,88
16828,399,88
16829,462,88
16830,509,88
16832,331,88
16833,479,88
16834,447,88
16835,244,88
16836,522,88
16837,426,88
16838,581,88
16839,434,88
16840,442,88
16841,382,88
16843,369,88
16844,412,88
16845,569,88
16847,509,88
16848,250,88
16849,469,88
16851,529,88
16852,578,88
16853,213,88
16854,347,88
16855,521,88
16856,325,88
16858,508,88
16859,457,88
16860,465,88
16861,485,88
16863,474,88
16864,488,88
16865,376,88
16866,641,88
16868,467,88
16870,304,88
16871,441,88
16872,407,88
16874,563,88
16875,543,88
16876,542,88
16877,418,88
16878,500,88
16879,466,88
16881,516,88
16882,367,88
16901,444,88
16910,417,88
16911,549,88
16912,541,88
16914,459,88
16915,683,88
16917,617,88
16920,527,88
16921,633,88
16922,729,88
16923,717,88
16925,515,88
16926,333,88
16927,589,88
16928,374,88
16929,504,88
16930,566,88
16932,526,88
16933,491,88
16935,539,88
16936,496,88
16937,646,88
16938,546,88
16939,525,88
16940,344,88
16941,653,88
16942,466,88
16943,656,88
16946,317,88
16947,427,88
16948,707,88
16950,576,88
17002,360,88
17003,164,88
17004,253,88
17005,226,88
17006,206,88
17007,157,88
17009,171,88
17010,138,88
17011,121,88
17013,124,88
17014,307,88
17015,160,88
17016,188,88
17017,190,88
17018,317,88
17019,198,88
17020,158,88
17021,274,88
17022,177,88
17023,191,88
17024,302,88
17025,148,88
17026,304,88
17027,159,88
17028,242,88
17029,152,88
17030,235,88
17032,213,88
17033,123,88
17034,96,88
17035,263,88
17036,117,88
17037,256,88
17038,257,88
17039,174,88
17040,281,88
17041,152,88
17042,167,88
17043,146,88
17044,149,88
17045,227,88
17046,185,88
17047,248,88
17048,464,88
17049,235,88
17050,126,88
17051,224,88
17052,412,88
17053,175,88
17054,184,88
17055,160,88
17056,130,88
17057,98,88
17058,232,88
17059,268,88
17060,454,88
17061,180,88
17062,268,88
17063,375,88
17064,240,88
17065,369,88
17066,191,88
17067,176,88
17068,226,88
17069,156,88
17070,191,88
17071,325,88
17073,212,88
17074,187,88
17075,166,88
17076,179,88
17077,158,88
17078,146,88
17080,168,88
17081,155,88
17082,186,88
17084,251,88
17086,201,88
17087,169,88
17088,181,88
17090,192,88
17093,126,88
17094,290,88
17097,225,88
17098,391,88
17099,205,88
17101,90,88
17102,90,88
17103,136,88
17104,108,88
17109,149,88
17110,112,88
17111,164,88
17112,204,88
17113,151,88
17120,113,88
17201,209,88
17202,214,88
17210,332,88
17211,406,88
17212,223,88
17213,337,88
17214,483,88
17215,297,88
17217,332,88
17219,294,88
17220,284,88
17221,298,88
17222,432,88
17223,262,88
17224,335,88
17225,171,88
17228,314,88
17229,313,88
17232,228,88
17233,488,88
17235,189,88
17236,179,88
17237,340,88
17238,239,88
17239,330,88
17240,195,88
17241,156,88
17243,268,88
17244,231,88
17246,217,88
17247,211,88
17249,191,88
17250,226,88
17251,345,88
17252,199,88
17253,254,88
17254,204,88
17255,377,88
17257,209,88
17260,220,88
17261,499,88
17262,246,88
17263,226,88
17264,274,88
17265,598,88
17266,222,88
17267,364,88
17268,228,88
17271,259,88
17301,157,88
17302,197,88
17303,210,88
17304,202,88
17306,231,88
17307,340,88
17309,244,88
17311,198,88
17313,246,88
17314,113,88
17315,154,88
17316,145,88
17317,136,88
17318,111,88
17319,129,88
17320,186,88
17321,172,88
17322,216,88
17323,214,88
17324,316,88
17325,165,88
17327,220,88
17329,261,88
17331,187,88
17339,137,88
17340,169,88
17342,226,88
17343,188,88
17344,173,88
17345,134,88
17347,154,88
17349,245,88
17350,160,88
17352,193,88
17353,396,88
17355,245,88
17356,242,88
17360,205,88
17361,305,88
17362,194,88
17363,260,88
17364,154,88
17365,168,88
17366,223,88
17368,108,88
17370,192,88
17371,193,88
17372,182,88
17401,110,88
17402,213,88
17403,194,88
17404,147,88
17406,311,88
17407,196,88
17408,153,88
17501,152,88
17502,118,88
17504,129,88
17505,126,88
17506,149,88
17507,132,88
17508,107,88
17509,215,88
17512,103,88
17516,61,88
17517,154,88
17518,123,88
17519,119,88
17520,112,88
17522,172,88
17527,131,88
17529,126,88
17532,249,88
17534,135,88
17535,147,88
17536,154,88
17538,115,88
17540,118,88
17543,160,88
17545,147,88
17547,115,88
17550,123,88
17551,91,88
17552,125,88
17554,130,88
17555,176,88
17557,151,88
17560,161,88
17562,233,88
17563,105,88
17565,160,88
17566,181,88
17568,129,88
17569,190,88
17570,122,88
17572,111,88
17576,106,88
17578,121,88
17579,123,88
17581,152,88
17582,120,88
17584,146,88
17601,120,88
17602,120,88
17603,122,88
17606,122,88
17701,544,88
17702,335,88
17720,433,88
17721,205,88
17723,579,88
17724,408,88
17727,601,88
17728,299,88
17729,619,88
17730,146,88
17731,627,88
17737,321,88
17739,515,88
17740,317,88
17742,385,88
17744,298,88
17745,575,88
17747,493,88
17748,259,88
17749,158,88
17750,240,88
17751,316,88
17752,203,88
17754,325,88
17756,165,88
17758,465,88
17760,581,88
17762,208,88
17763,623,88
17764,392,88
17765,548,88
17768,533,88
17769,618,88
17771,636,88
17772,215,88
17774,358,88
17776,584,88
17777,178,88
17778,238,88
17779,362,88
17801,172,88
17810,470,88
17812,210,88
17813,279,88
17814,347,88
17815,234,88
17820,287,88
17821,163,88
17822,179,88
17823,156,88
17824,346,88
17827,188,88
17829,200,88
17830,247,88
17832,424,88
17834,337,88
17835,205,88
17836,271,88
17837,216,88
17840,440,88
17841,231,88
17842,191,88
17844,240,88
17845,220,88
17846,330,88
17847,195,88
17850,143,88
17851,386,88
17853,251,88
17855,201,88
17856,369,88
17857,197,88
17858,449,88
17859,293,88
17860,308,88
17861,165,88
17862,183,88
17864,219,88
17865,145,88
17866,322,88
17867,202,88
17868,156,88
17870,175,88
17872,437,88
17876,212,88
17878,343,88
17880,187,88
17881,223,88
17884,167,88
17885,413,88
17886,151,88
17887,162,88
17888,474,88
17889,174,88
17901,271,88
17920,534,88
17921,305,88
17922,216,88
17923,265,88
17925,353,88
17929,165,88
17930,313,88
17931,509,88
17933,216,88
17934,341,88
17935,292,88
17936,258,88
17938,231,88
17941,205,88
17943,290,88
17944,271,88
17945,374,88
17946,400,88
17948,465,88
17949,352,88
17951,227,88
17952,335,88
17953,327,88
17954,225,88
17957,261,88
17959,445,88
17960,272,88
17961,215,88
17963,169,88
17964,279,88
17965,230,88
17967,351,88
17968,197,88
17970,227,88
17972,246,88
17974,273,88
17976,370,88
17978,245,88
