zip,elevation_m,Temp
46926,246,88
46928,267,88
46929,209,88
46930,269,88
46931,241,88
46932,233,88
46933,262,88
46936,261,88
46937,264,88
46938,268,88
46939,230,88
46940,274,88
46941,213,88
46943,228,88
46945,229,88
46946,237,88
46947,184,88
46950,246,88
46951,262,88
46952,279,88
46953,267,88
46957,268,88
46958,214,88
46959,240,88
46960,228,88
46961,213,88
46962,233,88
46965,262,88
46967,237,88
46968,223,88
46970,202,88
46971,243,88
46974,237,88
46975,233,88
46978,222,88
46979,250,88
46980,253,88
46982,264,88
46984,251,88
46985,216,88
46986,263,88
46987,261,88
46988,242,88
46989,281,88
46990,260,88
46991,264,88
46992,231,88
46994,233,88
46996,213,88
46998,227,88
47001,202,88
47003,303,88
47006,294,88
47010,312,88
47011,271,88
47012,286,88
47016,303,88
47017,286,88
47018,267,88
47020,227,88
47021,193,88
47022,253,88
47023,281,88
47024,224,88
47025,152,88
47030,271,88
47031,304,88
47032,257,88
47033,302,88
47034,300,88
47035,183,88
47036,271,88
47037,310,88
47038,236,88
47040,229,88
47041,311,88
47042,302,88
47043,218,88
47060,232,88
47102,174,88
47104,187,88
47106,247,88
47108,262,88
47110,224,88
47111,189,88
47112,211,88
47114,208,88
47115,238,88
47116,213,88
47117,244,88
47118,145,88
47119,267,88
47120,221,88
47122,255,88
47123,185,88
47124,238,88
47125,217,88
47126,166,88
47129,145,88
47130,155,88
47135,202,88
47136,278,88
47137,190,88
47138,225,88
47140,221,88
47141,207,88
47142,238,88
47143,164,88
47145,240,88
47147,222,88
47150,179,88
47160,213,88
47161,223,88
47162,218,88
47163,211,88
47164,241,88
47165,214,88
47166,206,88
47167,226,88
47170,182,88
47172,155,88
47174,211,88
47175,166,88
47177,287,88
47201,208,88
47203,199,88
47220,185,88
47223,252,88
47224,250,88
47225,323,88
47226,203,88
47227,218,88
47229,159,88
47230,207,88
47231,248,88
47232,219,88
47234,230,88
47235,279,88
47236,222,88
47240,284,88
47243,237,88
47244,232,88
47246,226,88
47247,179,88
47250,260,88
47260,234,88
47263,296,88
47264,210,88
47265,226,88
47270,192,88
47272,259,88
47273,205,88
47274,169,88
47280,200,88
47281,166,88
47282,204,88
47283,246,88
47302,292,88
47303,281,88
47304,282,88
47305,291,88
47306,286,88
47320,292,88
47324,345,88
47325,293,88
47326,261,88
47327,295,88
47330,298,88
47331,292,88
47334,295,88
47335,321,88
47336,283,88
47337,320,88
47338,279,88
47339,346,88
47340,325,88
47341,341,88
47342,270,88
47344,305,88
47345,328,88
47346,333,88
47348,281,88
47351,319,88
47352,321,88
47353,302,88
47354,351,88
47355,353,88
47356,305,88
47357,279,88
47358,352,88
47359,269,88
47360,348,88
47361,337,88
47362,323,88
47366,334,88
47367,308,88
47368,313,88
47369,269,88
47370,291,88
47371,289,88
47373,292,88
47374,295,88
47380,297,88
47381,295,88
47382,320,88
47383,303,88
47384,316,88
47385,318,88
47386,315,88
47387,334,88
47388,322,88
47390,334,88
47392,322,88
47393,334,88
47394,336,88
47396,278,88
47401,198,88
47403,222,88
47404,245,88
47405,238,88
47406,265,88
47408,228,88
47420,205,88
47421,176,88
47424,215,88
47427,161,88
47429,220,88
47431,207,88
47432,230,88
47433,171,88
47434,181,88
47435,205,88
47436,192,88
47437,228,88
47438,174,88
47441,169,88
47443,155,88
47445,201,88
47446,237,88
47448,236,88
47449,175,88
47451,166,88
47452,201,88
47453,226,88
47454,235,88
47455,221,88
47456,233,88
47457,185,88
47458,224,88
47459,237,88
47460,195,88
47462,255,88
47464,193,88
47465,158,88
47467,171,88
47468,264,88
47469,231,88
47470,154,88
47471,172,88
47501,149,88
47512,160,88
47513,181,88
47514,226,88
47515,205,88
47516,160,88
47519,190,88
47520,193,88
47521,218,88
47522,235,88
47523,123,88
47524,122,88
47525,214,88
47527,179,88
47528,145,88
47529,150,88
47531,151,88
47532,165,88
47535,161,88
47537,122,88
47541,142,88
47542,146,88
47546,154,88
47550,128,88
47551,210,88
47552,166,88
47553,157,88
47557,145,88
47558,155,88
47561,144,88
47562,176,88
47564,142,88
47567,158,88
47568,145,88
47573,176,88
47574,199,88
47575,196,88
47576,227,88
47577,129,88
47578,141,88
47579,153,88
47580,186,88
47581,145,88
47584,152,88
47585,184,88
47586,177,88
47588,154,88
47590,167,88
47591,143,88
47596,142,88
47597,138,88
47598,148,88
47601,134,88
47610,115,88
47611,133,88
47612,132,88
47613,136,88
47615,122,88
47616,114,88
47619,146,88
47620,118,88
47630,116,88
47631,130,88
47633,131,88
47634,118,88
47635,128,88
47637,140,88
47638,125,88
47639,142,88
47640,170,88
47648,136,88
47649,125,88
47654,135,88
47660,155,88
47665,127,88
47666,155,88
47670,156,88
47683,146,88
47708,118,88
47710,124,88
47711,114,88
47712,111,88
47713,111,88
47714,119,88
47715,132,88
47720,163,88
47725,152,88
47802,165,88
47803,175,88
47804,151,88
47805,172,88
47807,151,88
47809,156,88
47831,176,88
47832,183,88
47833,213,88
47834,202,88
47836,173,88
47837,215,88
47838,151,88
47840,184,88
47841,176,88
47842,184,88
47845,190,88
47846,189,88
47847,196,88
47848,179,88
47849,170,88
47850,169,88
47851,168,88
47853,212,88
47854,177,88
47855,160,88
47857,211,88
47858,175,88
47859,221,88
47860,163,88
47861,173,88
47862,160,88
47863,194,88
47865,150,88
47866,184,88
47868,191,88
47869,159,88
47870,145,88
47871,174,88
47872,217,88
47874,154,88
47875,183,88
47876,183,88
47879,170,88
47880,157,88
47881,197,88
47882,154,88
47884,177,88
47885,172,88
47901,175,88
47904,181,88
47905,198,88
47906,217,88
47907,191,88
47909,200,88
47916,253,88
47917,235,88
47918,202,88
47920,204,88
47921,237,88
47922,201,88
47923,218,88
47924,200,88
47925,205,88
47926,223,88
47928,191,88
47929,213,88
47930,250,88
47932,163,88
47933,237,88
47940,246,88
47941,209,88
47942,234,88
47943,205,88
47944,242,88
47946,205,88
47948,213,88
47949,227,88
47950,207,88
47951,204,88
47952,209,88
47954,250,88
47955,247,88
47957,207,88
47958,216,88
47959,207,88
47960,206,88
47963,204,88
47964,221,88
47965,250,88
47966,159,88
47967,234,88
47968,265,88
47969,220,88
47970,211,88
47971,220,88
47974,187,88
47975,211,88
47977,224,88
47978,210,88
47980,210,88
47981,226,88
47982,223,88
47983,239,88
47986,213,88
47987,204,88
47989,241,88
47990,238,88
47991,205,88
47992,222,88
47993,224,88
47994,231,88
47995,217,88
47997,204,88
48001,187,84
48002,246,84
48003,260,84
48005,236,84
48006,232,84
48009,238,84
48014,251,84
48015,192,84
48017,207,84
48021,185,84
48022,241,84
48023,183,84
48025,224,84
48026,187,84
48027,223,84
48028,176,84
48030,195,84
48032,229,84
48033,210,84
48034,214,84
48035,189,84
48036,187,84
48038,183,84
48039,184,84
48040,186,84
48041,238,84
48042,189,84
48043,185,84
48044,183,84
48045,176,84
48047,176,84
48048,195,84
48049,224,84
48050,207,84
48051,188,84
48054,185,84
48059,183,84
48060,185,84
48062,244,84
48063,207,84
48064,196,84
48065,260,84
48066,190,84
48067,200,84
48069,206,84
48070,206,84
48071,193,84
48072,211,84
48073,208,84
48074,194,84
48075,210,84
48076,216,84
48079,188,84
48080,178,84
48081,181,84
48082,180,84
48083,198,84
48084,225,84
48085,210,84
48088,187,84
48089,192,84
48091,192,84
48092,191,84
48093,188,84
48094,252,84
48095,276,84
48096,201,84
48097,253,84
48098,252,84
48101,182,84
48103,275,84
48104,273,84
48105,295,84
48108,252,84
48109,262,84
48111,214,84
48114,291,84
48116,282,84
48117,188,84
48118,281,84
48120,191,84
48122,182,84
48124,187,84
48125,189,84
48126,181,84
48127,190,84
48128,190,84
48130,268,84
48131,201,84
48133,177,84
48134,188,84
48135,195,84
48137,297,84
48138,185,84
48139,269,84
48140,193,84
48141,192,84
48143,270,84
48144,207,84
48145,190,84
48146,179,84
48150,199,84
48152,208,84
48154,206,84
48157,175,84
48158,284,84
48159,194,84
48160,212,84
48161,187,84
48162,185,84
48164,201,84
48165,292,84
48166,177,84
48167,289,84
48168,281,84
48169,285,84
48170,262,84
48173,177,84
48174,207,84
48176,265,84
48177,195,84
48178,279,84
48179,178,84
48180,189,84
48182,198,84
48183,183,84
48184,202,84
48185,204,84
48186,198,84
48187,211,84
48188,211,84
48189,282,84
48190,214,84
48191,215,84
48192,174,84
48193,181,84
48195,178,84
48197,251,84
48198,245,84
48201,188,84
48202,196,84
48203,198,84
48204,192,84
48205,192,84
48206,198,84
48207,186,84
48208,189,84
48209,182,84
48210,183,84
48211,203,84
48212,192,84
48213,189,84
48214,184,84
48215,178,84
48216,183,84
48217,175,84
48218,177,84
48219,198,84
48220,199,84
48221,206,84
48223,192,84
48224,183,84
48225,183,84
48226,197,84
48227,198,84
48228,188,84
48229,178,84
48230,182,84
48233,182,84
48234,191,84
48235,205,84
48236,183,84
48237,205,84
48238,201,84
48239,194,84
48240,194,84
48242,193,84
48243,176,84
48301,251,84
48302,293,84
48304,262,84
48306,269,84
48307,234,84
48309,257,84
48310,193,84
48312,185,84
48313,187,84
48314,194,84
48315,194,84
48316,214,84
48317,210,84
48320,288,84
48322,285,84
48323,293,84
48324,296,84
48326,289,84
48327,289,84
48328,287,84
48329,296,84
48331,271,84
48334,254,84
48335,254,84
48336,216,84
48340,302,84
48341,281,84
48342,275,84
48346,303,84
48348,342,84
48350,314,84
48353,326,84
48356,313,84
48357,335,84
48359,305,84
48360,301,84
48362,302,84
48363,286,84
48367,307,84
48370,340,84
48371,315,84
48374,293,84
48375,272,84
48377,296,84
48380,312,84
48381,327,84
48382,283,84
48383,322,84
48386,306,84
48390,291,84
48393,281,84
48401,227,84
48410,241,84
48411,260,84
48412,271,84
48413,232,84
48414,258,84
48415,200,84
48416,249,84
48417,182,84
48418,267,84
48419,252,84
48420,227,84
48421,242,84
48422,226,84
48423,241,84
48426,233,84
48427,246,84
48428,303,84
48429,247,84
48430,297,84
48432,219,84
48433,220,84
48434,191,84
48435,252,84
48436,255,84
48437,230,84
48438,280,84
48439,258,84
48440,274,84
48441,220,84
48442,294,84
48444,242,84
48445,208,84
48446,254,84
48449,236,84
48450,197,84
48451,260,84
48453,241,84
48454,269,84
48455,317,84
48456,247,84
48457,202,84
48458,236,84
48460,211,84
48461,255,84
48462,333,84
48463,245,84
48464,262,84
48465,240,84
48466,234,84
48467,189,84
48468,214,84
48469,197,84
48470,230,84
48471,238,84
48472,238,84
48473,242,84
48475,239,84
48476,235,84
48502,230,84
48503,230,84
48504,240,84
48505,246,84
48506,229,84
48507,238,84
48509,235,84
48519,240,84
48529,243,84
48532,232,84
48601,190,84
48602,188,84
48603,191,84
48604,183,84
48607,180,84
48609,180,84
48610,242,84
48611,194,84
48612,220,84
48613,249,84
48614,205,84
48615,219,84
48616,188,84
48617,260,84
48618,222,84
48619,321,84
48620,208,84
48621,370,84
48622,280,84
48623,187,84
48624,250,84
48625,360,84
48626,194,84
48627,364,84
48628,208,84
48629,366,84
48630,353,84
48631,184,84
48632,324,84
48633,343,84
48634,187,84
48635,280,84
48636,397,84
48637,203,84
48638,186,84
48640,197,84
48642,200,84
48647,295,84
48649,213,84
48650,184,84
48651,366,84
48652,213,84
48653,353,84
48654,358,84
48655,190,84
48656,357,84
48657,200,84
48658,194,84
48659,242,84
48661,337,84
48662,224,84
48701,180,84
48703,179,84
48705,287,84
48706,180,84
48708,181,84
48710,183,84
48720,175,84
48721,184,84
48722,187,84
48723,203,84
48724,181,84
48725,182,84
48726,241,84
48727,256,84
48728,299,84
48729,235,84
48730,187,84
48731,193,84
48732,176,84
48733,184,84
48734,200,84
48735,201,84
48737,292,84
48738,189,84
48739,275,84
48740,240,84
48741,246,84
48742,223,84
48743,281,84
48744,263,84
48745,208,84
48746,232,84
48747,177,84
48748,247,84
48749,203,84
48750,205,84
48754,195,84
48755,194,84
48756,261,84
48757,186,84
48759,188,84
48760,245,84
48761,308,84
48762,237,84
48763,203,84
48765,185,84
48766,199,84
48767,186,84
48768,197,84
48770,242,84
48801,233,84
48806,205,84
48807,201,84
48808,257,84
48809,254,84
48811,225,84
48813,284,84
48815,275,84
48816,272,84
48817,228,84
48818,242,84
48819,287,84
48820,274,84
48821,267,84
48822,248,84
48823,262,84
48824,262,84
48825,254,84
48827,268,84
48829,307,84
48831,217,84
48832,260,84
48834,253,84
48835,231,84
48836,274,84
48837,275,84
48838,255,84
48840,261,84
48841,226,84
48842,275,84
48843,295,84
48845,229,84
48846,210,84
48847,224,84
48848,252,84
48849,262,84
48850,297,84
48851,236,84
48852,294,84
48853,210,84
48854,277,84
48855,291,84
48856,226,84
48857,268,84
48858,239,84
48859,245,84
48860,243,84
48861,269,84
48862,217,84
48864,271,84
48865,250,84
48866,222,84
48867,230,84
48870,242,84
48871,222,84
48872,270,84
48873,229,84
48874,221,84
48875,246,84
48876,270,84
48877,254,84
48878,239,84
48879,228,84
48880,218,84
48881,196,84
48883,225,84
48884,258,84
48885,268,84
48886,287,84
48888,295,84
48889,242,84
48890,260,84
48891,278,84
48892,277,84
48893,284,84
48894,232,84
48895,268,84
48896,267,84
48897,260,84
48906,256,84
48910,256,84
48911,270,84
48912,260,84
48915,264,84
48917,265,84
48933,263,84
49001,265,84
49002,264,84
49004,240,84
49006,285,84
49007,239,84
49008,267,84
49009,301,84
49010,218,84
49011,274,84
49012,274,84
49013,217,84
49014,282,84
49015,288,84
49017,281,84
49021,282,84
49022,217,84
49024,278,84
49026,212,84
49027,213,84
49028,281,84
49029,296,84
49030,267,84
49031,278,84
49032,277,84
49033,289,84
49034,294,84
49036,315,84
49037,250,84
49038,190,84
49040,265,84
49042,243,84
49043,208,84
49045,232,84
49046,286,84
49047,227,84
49048,244,84
49050,303,84
49051,288,84
49052,279,84
49053,249,84
49055,244,84
49056,206,84
49057,220,84
49058,262,84
49060,298,84
49061,290,84
49063,216,84
49064,216,84
49065,291,84
49066,263,84
49067,271,84
49068,287,84
49070,253,84
49071,261,84
49072,259,84
49073,291,84
49074,268,84
49075,260,84
49076,294,84
49078,260,84
49079,226,84
49080,281,84
49082,306,84
49083,282,84
49084,194,84
49085,196,84
49087,270,84
49088,284,84
49089,270,84
49090,178,84
49091,285,84
49092,289,84
49093,258,84
49094,273,84
49095,259,84
49096,280,84
49097,260,84
49098,207,84
49099,250,84
49101,193,84
49102,243,84
49103,223,84
49104,206,84
49106,193,84
49107,236,84
49111,227,84
49112,253,84
49113,208,84
49115,200,84
49116,203,84
49117,210,84
49119,200,84
49120,225,84
49125,205,84
49126,200,84
49127,190,84
49128,204,84
49129,191,84
49130,240,84
49201,323,84
49202,283,84
49203,294,84
49220,326,84
49221,253,84
49224,293,84
49227,328,84
49228,210,84
49229,214,84
49230,292,84
49232,309,84
49233,321,84
49234,301,84
49235,267,84
49236,289,84
49237,311,84
49238,204,84
49240,307,84
49241,347,84
49242,379,84
49245,298,84
49246,326,84
49247,275,84
49248,221,84
49249,346,84
49250,344,84
49251,293,84
49252,312,84
49253,319,84
49254,286,84
49255,328,84
49256,238,84
49258,316,84
49259,283,84
49261,294,84
49262,373,84
49263,291,84
49264,285,84
49265,292,84
49266,322,84
49267,205,84
49268,216,84
49269,315,84
49270,212,84
49271,300,84
49272,280,84
49274,358,84
49276,210,84
49277,284,84
49279,234,84
49282,324,84
49283,302,84
49284,311,84
49285,284,84
49286,241,84
49287,280,84
49288,276,84
49289,230,84
49301,243,84
49302,245,84
49303,232,84
49304,269,84
49305,303,84
49306,221,84
49307,286,84
49309,282,84
49310,278,84
49312,291,84
49315,236,84
49316,247,84
49318,247,84
49319,277,84
49320,339,84
49321,227,84
49322,284,84
49323,209,84
49325,253,84
49326,268,84
49327,261,84
49328,214,84
49329,279,84
49330,255,84
49331,202,84
49332,308,84
49333,227,84
49335,242,84
49336,290,84
49337,212,84
49338,381,84
49339,272,84
49340,320,84
49341,283,84
49342,323,84
49343,274,84
49344,242,84
49345,234,84
49346,312,84
49347,272,84
49348,238,84
49349,274,84
49401,190,84
49402,231,84
49403,233,84
49404,203,84
49405,228,84
49406,199,84
49408,192,84
49409,182,84
49410,216,84
49411,208,84
49412,250,84
49415,201,84
49417,191,84
49418,198,84
49419,204,84
49420,211,84
49421,259,84
49423,207,84
49424,192,84
49425,229,84
49426,204,84
49428,199,84
49430,199,84
49431,198,84
49434,197,84
49435,209,84
49436,209,84
49437,219,84
49440,186,84
49441,194,84
49442,208,84
49443,196,84
49444,194,84
49445,192,84
49446,229,84
49448,192,84
49449,199,84
49450,209,84
49451,215,84
49452,219,84
49453,197,84
49454,205,84
49455,240,84
49456,183,84
49457,213,84
49458,216,84
49459,269,84
49460,196,84
49461,204,84
49464,214,84
49503,220,84
49504,209,84
49505,234,84
49506,234,84
49507,212,84
49508,226,84
49509,212,84
49512,234,84
49519,207,84
49525,249,84
49534,220,84
49544,243,84
49546,226,84
49548,207,84
49601,398,84
49611,345,84
49612,266,84
49613,240,84
49614,243,84
49615,184,84
49616,208,84
49617,305,84
49618,424,84
49619,230,84
49620,327,84
49621,243,84
49622,196,84
49623,321,84
49625,303,84
49626,200,84
49627,192,84
49628,232,84
49629,189,84
49630,275,84
49631,318,84
49632,353,84
49633,350,84
49634,186,84
49635,219,84
49636,191,84
49637,267,84
49638,324,84
49639,328,84
49640,194,84
49642,269,84
49643,260,84
49644,271,84
49645,228,84
49646,354,84
49648,232,84
49649,329,84
49650,265,84
49651,394,84
49653,256,84
49654,261,84
49655,383,84
49656,321,84
49657,390,84
49659,380,84
49660,213,84
49663,334,84
49664,232,84
49665,350,84
49667,349,84
49668,289,84
49670,223,84
49674,186,84
49675,235,84
49676,193,84
49677,348,84
49679,339,84
49680,328,84
49682,230,84
49683,248,84
49684,332,84
49685,271,84
49686,250,84
49688,389,84
49689,262,84
49690,216,84
49696,278,84
49701,211,84
49705,261,84
49706,203,84
49707,199,84
49709,276,84
49710,187,84
49712,189,84
49713,268,84
49715,255,84
49716,205,84
49717,202,84
49718,193,84
49719,176,84
49720,197,84
49721,208,84
49722,181,84
49724,210,84
49725,196,84
49726,218,84
49727,196,84
49728,236,84
49729,256,84
49730,377,84
49733,408,84
49735,405,84
49736,192,84
49738,379,84
49740,269,84
49743,267,84
49744,234,84
49745,184,84
49746,248,84
49747,299,84
49748,216,84
49749,219,84
49751,416,84
49752,251,84
49753,228,84
49755,275,84
49756,373,84
49757,246,84
49759,221,84
49760,208,84
49762,217,84
49764,186,84
49765,231,84
49766,192,84
49768,216,84
49769,227,84
49770,281,84
49774,194,84
49775,206,84
49776,222,84
49777,186,84
49779,218,84
49780,204,84
49781,195,84
49782,216,84
49783,189,84
49784,235,84
49788,237,84
49791,209,84
49793,257,84
49795,309,84
49796,268,84
49799,300,84
49801,354,84
49802,342,84
49805,211,84
49806,198,84
49807,215,84
49808,264,84
49812,256,84
49814,509,84
49815,410,84
49816,273,84
49817,211,84
49818,292,84
49820,232,84
49821,228,84
49822,255,84
49825,289,84
49826,332,84
49827,198,84
49829,210,84
49831,349,84
49833,342,84
49834,328,84
49835,183,84
49836,212,84
49837,227,84
49838,220,84
49839,271,84
49840,201,84
49841,369,84
49847,279,84
49848,201,84
49849,455,84
49852,261,84
49853,220,84
49854,196,84
49855,250,84
49858,192,84
49861,532,84
49862,285,84
49863,254,84
49864,178,84
49866,402,84
49868,240,84
49870,322,84
49871,388,84
49872,255,84
49873,295,84
49874,269,84
49876,314,84
49877,358,84
49878,218,84
49879,502,84
49880,305,84
49881,428,84
49883,243,84
49884,262,84
49885,339,84
49886,261,84
49887,218,84
49891,284,84
49892,301,84
49893,203,84
49894,190,84
49895,246,84
49896,227,84
49901,266,84
49902,459,84
49903,493,84
49905,289,84
49908,288,84
49910,385,84
49911,405,84
49912,410,84
49913,373,84
49915,451,84
49916,253,84
49917,250,84
49918,260,84
49919,499,84
49920,428,84
49921,303,84
49922,186,84
49925,371,84
49927,465,84
49929,409,84
49930,270,84
49931,185,84
49934,187,84
49935,478,84
49938,372,84
49942,352,84
49945,221,84
49946,402,84
49947,502,84
49948,318,84
49950,371,84
49952,330,84
49953,237,84
49955,406,84
49958,236,84
49959,441,84
49960,349,84
49961,470,84
49962,250,84
49963,322,84
49965,394,84
49967,356,84
49968,420,84
49969,532,84
49970,467,84
49971,309,84
50001,244,88
50002,444,88
50003,299,88
50005,276,88
50006,350,88
50007,302,88
50008,333,88
50009,285,88
50010,284,88
50012,295,88
50013,304,88
50014,306,88
50020,406,88
50021,282,88
50022,349,88
50023,299,88
50025,432,88
50026,331,88
50027,248,88
50028,282,88
50029,335,88
50031,312,88
50032,259,88
50033,258,88
50034,377,88
50035,295,88
50036,349,88
50038,260,88
50039,286,88
50040,344,88
50041,381,88
50042,391,88
50044,236,88
50046,257,88
50047,242,88
50048,403,88
50049,308,88
50050,338,88
50051,296,88
50052,340,88
50054,242,88
50055,305,88
50056,325,88
50057,277,88
50058,384,88
50060,336,88
50061,261,88
50062,283,88
50063,316,88
50064,338,88
50065,321,88
50066,316,88
50067,287,88
50068,322,88
50069,305,88
50070,350,88
50071,353,88
50072,330,88
50073,295,88
50074,364,88
50075,345,88
50076,417,88
50078,281,88
50101,369,88
50102,368,88
50103,326,88
50104,272,88
50105,312,88
50106,303,88
50107,310,88
50108,308,88
50109,285,88
50110,407,88
50111,287,88
50112,305,88
50115,362,88
50116,243,88
50117,406,88
50118,247,88
50119,251,88
50120,315,88
50122,324,88
50123,336,88
50124,321,88
50125,249,88
50126,350,88
50127,272,88
50128,310,88
50129,323,88
50130,322,88
50131,250,88
50132,346,88
50133,358,88
50134,313,88
50135,285,88
50136,259,88
50137,264,88
50138,275,88
50139,245,88
50140,349,88
50141,309,88
50142,285,88
50143,247,88
50144,316,88
50145,303,88
50146,304,88
50147,298,88
50148,303,88
50149,361,88
50150,265,88
50151,301,88
50152,332,88
50153,275,88
50154,330,88
50155,370,88
50156,310,88
50157,287,88
50158,272,88
50160,261,88
50161,287,88
50162,311,88
50163,294,88
50164,380,88
50165,322,88
50166,296,88
50167,307,88
50168,275,88
50169,298,88
50170,270,88
50171,292,88
50173,282,88
50174,346,88
50201,308,88
50206,319,88
50207,260,88
50208,288,88
50210,299,88
50211,251,88
50212,325,88
50213,348,88
50214,272,88
50216,317,88
50217,338,88
50218,265,88
50219,247,88
50220,285,88
50222,326,88
50223,338,88
50225,261,88
50226,287,88
50227,351,88
50228,273,88
50229,286,88
50230,372,88
50231,316,88
50232,263,88
50233,288,88
50234,283,88
50235,334,88
50236,319,88
50237,246,88
50238,311,88
50239,323,88
50240,288,88
50241,315,88
50242,254,88
50243,312,88
50244,314,88
50246,337,88
50247,328,88
50248,311,88
50249,331,88
50250,370,88
50251,266,88
50252,270,88
50254,351,88
50255,269,88
50256,246,88
50257,329,88
50258,300,88
50261,295,88
50262,347,88
50263,321,88
50264,350,88
50265,261,88
50266,300,88
50268,231,88
50269,314,88
50271,367,88
50272,313,88
50273,345,88
50274,381,88
50275,321,88
50276,323,88
50277,323,88
50278,323,88
50309,244,88
50310,283,88
50311,298,88
50312,275,88
50313,258,88
50314,290,88
50315,283,88
50316,253,88
50317,248,88
50319,283,88
50320,282,88
50321,257,88
50322,291,88
50323,280,88
50324,269,88
50325,273,88
50327,275,88
50401,345,88
50420,383,88
50421,365,88
50423,366,88
50424,355,88
50426,361,88
50427,353,88
50428,374,88
50430,355,88
50431,377,88
50432,389,88
50433,331,88
50434,364,88
50435,331,88
50436,377,88
50438,364,88
50439,382,88
50440,373,88
50441,352,88
50444,372,88
50446,375,88
50447,355,88
50448,371,88
50449,376,88
50450,379,88
50451,346,88
50452,375,88
50453,385,88
50454,362,88
50455,398,88
50456,361,88
50457,382,88
50458,341,88
50459,367,88
50460,337,88
50461,346,88
50464,348,88
50465,348,88
50466,383,88
50467,340,88
50468,304,88
50469,342,88
50470,364,88
50471,352,88
50472,350,88
50473,376,88
50475,328,88
50476,372,88
50477,359,88
50478,371,88
50479,365,88
50480,346,88
50482,377,88
50483,374,88
50484,373,88
50501,315,88
50510,393,88
50511,363,88
50514,377,88
50515,412,88
50516,343,88
50517,349,88
50518,355,88
50519,345,88
50520,347,88
50521,340,88
50522,345,88
50523,348,88
50524,367,88
50525,354,88
50527,387,88
50528,370,88
50529,343,88
50530,331,88
50531,384,88
50532,333,88
50533,337,88
50535,391,88
50536,371,88
50538,342,88
50539,374,88
50540,365,88
50541,359,88
50542,340,88
50543,341,88
50544,351,88
50545,341,88
50546,373,88
50548,343,88
50551,366,88
50552,351,88
50554,385,88
50556,345,88
50557,334,88
50558,335,88
50559,364,88
50560,344,88
50561,363,88
50562,365,88
50563,370,88
50565,397,88
50566,348,88
50567,394,88
50568,378,88
50569,334,88
50570,347,88
50571,370,88
50573,370,88
50574,378,88
50575,372,88
50576,393,88
50577,337,88
50578,385,88
50579,371,88
50581,366,88
50582,348,88
50583,367,88
50585,426,88
50586,355,88
50588,424,88
50590,358,88
50591,341,88
50592,414,88
50593,381,88
50594,342,88
50595,325,88
50597,354,88
50598,373,88
50599,340,88
50601,321,88
50602,309,88
50603,366,88
50604,314,88
50605,316,88
50606,337,88
50607,331,88
50608,306,88
50609,307,88
50611,317,88
50612,295,88
50613,302,88
50616,310,88
50619,288,88
50620,351,88
50621,307,88
50622,298,88
50623,273,88
50624,292,88
50625,297,88
50626,298,88
50627,324,88
50628,380,88
50629,306,88
50630,327,88
50631,312,88
50632,290,88
50633,328,88
50634,265,88
50635,311,88
50636,307,88
50638,313,88
50641,297,88
50642,314,88
50643,292,88
50644,277,88
50645,346,88
50647,267,88
50648,286,88
50649,309,88
50650,318,88
50651,252,88
50652,322,88
50653,308,88
50654,313,88
50655,354,88
50657,290,88
50658,304,88
50659,369,88
50660,274,88
50662,319,88
50664,316,88
50665,293,88
50666,295,88
50667,280,88
50668,313,88
50669,295,88
50670,280,88
50671,351,88
50672,315,88
50673,314,88
50674,329,88
50675,276,88
50676,318,88
50677,304,88
50680,324,88
50681,327,88
50682,299,88
50701,286,88
50702,261,88
50703,291,88
50707,256,88
50801,397,88
50830,372,88
50831,389,88
50833,363,88
50835,352,88
50836,351,88
50837,396,88
50839,338,88
50840,382,88
50841,386,88
50842,394,88
50843,389,88
50845,341,88
50846,397,88
50847,341,88
50848,373,88
50849,392,88
50851,382,88
50853,409,88
50854,365,88
50857,358,88
50858,393,88
50859,390,88
50860,352,88
50861,359,88
50862,383,88
50863,380,88
50864,351,88
51001,350,88
51002,446,88
51003,409,88
51004,396,88
51005,416,88
51006,359,88
51007,377,88
51008,382,88
51009,439,88
51010,375,88
51011,353,88
51012,372,88
51014,434,88
51015,339,88
51016,398,88
51018,417,88
51019,418,88
51020,386,88
51022,439,88
51023,369,88
51024,378,88
51025,429,88
51026,322,88
51027,432,88
51028,364,88
51029,419,88
51030,355,88
51031,374,88
51033,416,88
51034,355,88
51035,430,88
51036,386,88
51037,406,88
51038,401,88
51039,401,88
51040,320,88
51041,426,88
51044,373,88
51045,390,88
51046,416,88
51047,428,88
51048,402,88
51049,359,88
51050,429,88
51051,375,88
51052,327,88
51053,435,88
51054,328,88
51055,323,88
51056,406,88
51058,439,88
51060,357,88
51061,342,88
51062,424,88
51063,322,88
51101,336,88
51103,401,88
51104,383,88
51105,359,88
51106,371,88
51108,379,88
51109,409,88
51111,329,88
51201,416,88
51230,422,88
51231,442,88
51232,447,88
51234,423,88
51235,420,88
51237,411,88
51238,415,88
51239,426,88
51240,441,88
51241,440,88
51242,416,88
51243,442,88
51244,427,88
51245,453,88
51246,409,88
51247,373,88
51248,470,88
51249,461,88
51250,434,88
51301,401,88
51331,433,88
51333,410,88
51334,404,88
51338,426,88
51340,441,88
51341,415,88
51342,372,88
51343,424,88
51345,467,88
51346,439,88
51347,443,88
51350,471,88
51351,436,88
51354,469,88
51355,431,88
51357,429,88
51358,435,88
51360,437,88
51363,456,88
51364,427,88
